aliasName,dir,lineNum,functionName,functionScope,userPoints: (positionNum; lineNum; column) instruction_content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpu,arch/x86/kernel/fpu/regset.c,299,fpregs_get,295-322,"(0;312;2)   tail call void @fpstate_sanitize_xstate(%struct.fpu* %fpu1) #97, !dbg !10379928","(0;302;2)   tail call void @fpu__prepare_read(%struct.fpu* %fpu1) #97, !dbg !10379927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&target,arch/x86/kernel/fpu/regset.c,299,fpregs_get,295-322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpu,arch/x86/kernel/fpu/regset.c,328,fpregs_set,324-356,"(0;333;2)   tail call void @fpstate_sanitize_xstate(%struct.fpu* %fpu1) #97, !dbg !10379929","(0;332;2)   tail call void @fpu__prepare_write(%struct.fpu* %fpu1) #97, !dbg !10379928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&target,arch/x86/kernel/fpu/regset.c,328,fpregs_set,324-356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*buf_fx,arch/x86/kernel/fpu/signal.c,442,fpu__alloc_mathframe,437-450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sp,arch/x86/kernel/fpu/signal.c,437,fpu__alloc_mathframe,437-450,"(0;442;17)   %sub = sub i64 %sp, %conv, !dbg !10377432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*size,arch/x86/kernel/fpu/signal.c,448,fpu__alloc_mathframe,437-450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame_size,arch/x86/kernel/fpu/signal.c,440,fpu__alloc_mathframe,437-450,"(0;443;17)   %frame_size.0 = select i1 %tobool.not, i64 %conv, i64 %add, !dbg !10377436","(0;443;17)   %add = add nsw i64 %conv, 112, !dbg !10377436","(0;442;17)   %sub = sub i64 %sp, %conv, !dbg !10377432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*feature_name,arch/x86/kernel/fpu/xstate.c,100,cpu_has_xfeatures,77-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xfeature_names,arch/x86/kernel/fpu/xstate.c,100,cpu_has_xfeatures,77-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
src,arch/x86/kernel/fpu/xstate.c,1009,copy_xstate_to_kernel,977-1038,"(0;966;3)   tail call void @llvm.memcpy.p0i8.p0i8.i64(i8* align 1 %add.ptr.i73, i8* align 1 %retval.0.i, i64 %conv.i74, i1 false) #7, !dbg !10377513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data,arch/x86/kernel/fpu/xstate.c,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dst,arch/x86/kernel/fpu/xstate.c,1152,copy_kernel_to_xstate,1134-1179,"(0;1157;4)   call void @llvm.memcpy.p0i8.p0i8.i64(i8* align 1 %retval.0.i, i8* align 1 %add.ptr8, i64 %conv9, i1 false), !dbg !10377497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbuf,arch/x86/kernel/fpu/xstate.c,1134,copy_kernel_to_xstate,1134-1179,"(0;1143;20)   %add.ptr = getelementptr i8, i8* %kbuf, i64 512, !dbg !10377426","(0;1157;21)   %add.ptr8 = getelementptr i8, i8* %kbuf, i64 %idx.ext7, !dbg !10377495","(0;1164;35)   %add.ptr15 = getelementptr i8, i8* %kbuf, i64 24, !dbg !10377518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&hdr,arch/x86/kernel/fpu/xstate.c,1143,copy_kernel_to_xstate,1134-1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbuf,arch/x86/kernel/fpu/xstate.c,1134,copy_kernel_to_xstate,1134-1179,"(0;1143;20)   %add.ptr = getelementptr i8, i8* %kbuf, i64 512, !dbg !10377426","(0;1157;21)   %add.ptr8 = getelementptr i8, i8* %kbuf, i64 %idx.ext7, !dbg !10377495","(0;1164;35)   %add.ptr15 = getelementptr i8, i8* %kbuf, i64 24, !dbg !10377518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&xsave,arch/x86/kernel/fpu/xstate.c,1163,copy_kernel_to_xstate,1134-1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbuf,arch/x86/kernel/fpu/xstate.c,1134,copy_kernel_to_xstate,1134-1179,"(0;1143;20)   %add.ptr = getelementptr i8, i8* %kbuf, i64 512, !dbg !10377426","(0;1157;21)   %add.ptr8 = getelementptr i8, i8* %kbuf, i64 %idx.ext7, !dbg !10377495","(0;1164;35)   %add.ptr15 = getelementptr i8, i8* %kbuf, i64 24, !dbg !10377518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdr,arch/x86/kernel/fpu/xstate.c,1191,copy_user_to_xstate,1187-1235,"(0;492;17)   %arraydecay.i = getelementptr inbounds %struct.xstate_header, %struct.xstate_header* %hdr, i64 0, i32 2, i64 0, !dbg !10377483","(0;482;11)   %xcomp_bv.i = getelementptr inbounds %struct.xstate_header, %struct.xstate_header* %hdr, i64 0, i32 1, !dbg !10377479","(0;478;11)   %xfeatures.i = getelementptr inbounds %struct.xstate_header, %struct.xstate_header* %hdr, i64 0, i32 0, !dbg !10377472","(0;1191;2)   %0 = bitcast %struct.xstate_header* %hdr to i8*, !dbg !10377424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to,./include/linux/uaccess.h,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offset,arch/x86/kernel/fpu/xstate.c,1208,copy_user_to_xstate,1187-1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xstate_offsets,arch/x86/kernel/fpu/xstate.c,1208,copy_user_to_xstate,1187-1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
size,arch/x86/kernel/fpu/xstate.c,1209,copy_user_to_xstate,1187-1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xstate_sizes,arch/x86/kernel/fpu/xstate.c,1209,copy_user_to_xstate,1187-1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attr,arch/x86/kernel/ptrace.c,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp_len,arch/x86/kernel/ptrace.c,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attr,arch/x86/kernel/ptrace.c,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp_type,arch/x86/kernel/ptrace.c,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attr,arch/x86/kernel/ptrace.c,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
disabled,arch/x86/kernel/ptrace.c,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp,arch/x86/kernel/ptrace.c,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thread,arch/x86/kernel/ptrace.c,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ret,arch/x86/kernel/ptrace.c,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rc,arch/x86/kernel/ptrace.c,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data,arch/x86/kernel/ptrace.c,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_dr7,arch/x86/kernel/ptrace.c,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,arch/x86/kernel/ptrace.c,1023,genregs32_set,1016-1041,"(0;1023;29)   %0 = bitcast i8* %kbuf to i32*, !dbg !10377433","(0;1022;6)   %tobool.not = icmp eq i8* %kbuf, null, !dbg !10377428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbuf,arch/x86/kernel/ptrace.c,1019,genregs32_set,1016-1041,"(0;1023;29)   %0 = bitcast i8* %kbuf to i32*, !dbg !10377433","(0;1022;6)   %tobool.not = icmp eq i8* %kbuf, null, !dbg !10377428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,arch/x86/kernel/ptrace.c,428,genregs_get,422-445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbuf,arch/x86/kernel/ptrace.c,425,genregs_get,422-445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,arch/x86/kernel/ptrace.c,454,genregs_set,447-472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbuf,arch/x86/kernel/ptrace.c,450,genregs_set,447-472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desc,./arch/x86/include/asm/desc.h,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptr,./arch/x86/include/asm/desc.h,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nb,arch/x86/kernel/cpu/cacheinfo.c,441,store_cache_disable,435-459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this_leaf,arch/x86/kernel/cpu/cacheinfo.c,435,store_cache_disable,435-459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*eax,./arch/x86/include/asm/processor.h,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
op,./arch/x86/include/asm/processor.h,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dp,arch/x86/kernel/cpu/cacheinfo.c,785,init_intel_cacheinfo,721-808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regs,arch/x86/kernel/cpu/cacheinfo.c,784,init_intel_cacheinfo,721-808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1,arch/x86/kernel/cpu/cacheinfo.c,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&l1d,arch/x86/kernel/cpu/cacheinfo.c,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb,arch/x86/kernel/cpu/scattered.c,51,init_scattered_cpuid_features,47-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpuid_bits,arch/x86/kernel/cpu/scattered.c,51,init_scattered_cpuid_features,47-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v,arch/x86/kernel/cpu/common.c,775,get_cpu_vendor,773-797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,arch/x86/kernel/cpu/common.c,773,get_cpu_vendor,773-797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,arch/x86/kernel/cpu/common.c,773,get_cpu_vendor,773-797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this_cpu,arch/x86/kernel/cpu/common.c,787,get_cpu_vendor,773-797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this_cpu,arch/x86/kernel/cpu/common.c,796,get_cpu_vendor,773-797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&default_cpu,arch/x86/kernel/cpu/common.c,796,get_cpu_vendor,773-797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,arch/x86/kernel/cpu/cpuid-deps.c,95,do_clear_cpu_cap,92-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpuid_deps,arch/x86/kernel/cpu/cpuid-deps.c,110,do_clear_cpu_cap,92-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,arch/x86/kernel/cpu/proc.c,59,show_cpuinfo,57-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v,arch/x86/kernel/cpu/proc.c,57,show_cpuinfo,57-141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desc,arch/x86/kernel/cpu/intel.c,940,intel_detect_tlb,936-954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regs,arch/x86/kernel/cpu/intel.c,939,intel_detect_tlb,936-954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu,arch/x86/kernel/cpu/intel_epb.c,139,energy_perf_bias_store,135-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dev,arch/x86/kernel/cpu/intel_epb.c,135,energy_perf_bias_store,135-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfg,arch/x86/kernel/cpu/mce/core.c,1943,mcheck_enable,1941-1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&mca_cfg,arch/x86/kernel/cpu/mce/core.c,1943,mcheck_enable,1941-1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*val,arch/x86/kernel/cpu/mce/core.c,2505,fake_panic_get,2503-2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fake_panic,arch/x86/kernel/cpu/mce/core.c,2505,fake_panic_get,2503-2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fake_panic,arch/x86/kernel/cpu/mce/core.c,2512,fake_panic_set,2509-2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
val,arch/x86/kernel/cpu/mce/core.c,2509,fake_panic_set,2509-2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,arch/x86/kernel/cpu/mce/core.c,2131,set_bank,2127-2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,arch/x86/kernel/cpu/mce/core.c,2132,set_bank,2127-2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfg,arch/x86/kernel/cpu/mce/core.c,1222,do_machine_check,1218-1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&mca_cfg,arch/x86/kernel/cpu/mce/core.c,1222,do_machine_check,1218-1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*final,arch/x86/kernel/cpu/mce/core.c,1263,do_machine_check,1218-1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,arch/x86/kernel/cpu/mce/core.c,1225,do_machine_check,1218-1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
msg,arch/x86/kernel/cpu/mce/core.c,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nmsg,arch/x86/kernel/cpu/mce/core.c,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
global_worstsg,arch/x86/kernel/cpu/mce/core.c,894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
severity,arch/x86/kernel/cpu/mce/core.c,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*msg,arch/x86/kernel/cpu/mce/core.c,820,mce_no_way_out,802-825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp,arch/x86/kernel/cpu/mce/core.c,805,mce_no_way_out,802-825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,arch/x86/kernel/cpu/mce/core.c,802,mce_no_way_out,802-825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmp,arch/x86/kernel/cpu/mce/core.c,805,mce_no_way_out,802-825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfg,arch/x86/kernel/cpu/mce/core.c,1143,__mc_scan_banks,1138-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&mca_cfg,arch/x86/kernel/cpu/mce/core.c,1143,__mc_scan_banks,1138-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*final,arch/x86/kernel/cpu/mce/core.c,1197,__mc_scan_banks,1138-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*m,arch/x86/kernel/cpu/mce/core.c,1197,__mc_scan_banks,1138-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*worst,arch/x86/kernel/cpu/mce/core.c,1198,__mc_scan_banks,1138-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
severity,arch/x86/kernel/cpu/mce/core.c,1144,__mc_scan_banks,1138-1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bank,arch/x86/kernel/cpu/mce/core.c,1909,__mce_disable_bank,1907-1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*arg,arch/x86/kernel/cpu/mce/core.c,1909,__mce_disable_bank,1907-1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*msg,arch/x86/kernel/cpu/mce/severity.c,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s,arch/x86/kernel/cpu/mce/severity.c,308,mce_severity_intel,304-310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*sys_addr,arch/x86/kernel/cpu/mce/amd.c,854,umc_normaddr_to_sysaddr,662-859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ret_addr,arch/x86/kernel/cpu/mce/amd.c,666,umc_normaddr_to_sysaddr,662-859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ret_addr,arch/x86/kernel/cpu/mce/amd.c,666,umc_normaddr_to_sysaddr,662-859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_addr,arch/x86/kernel/cpu/mce/amd.c,662,umc_normaddr_to_sysaddr,662-859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tr,arch/x86/kernel/cpu/mce/amd.c,1058,store_interrupt_enable,1056-1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,arch/x86/kernel/cpu/mce/amd.c,1056,store_interrupt_enable,1056-1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tr,arch/x86/kernel/cpu/mce/amd.c,1080,store_threshold_limit,1078-1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,arch/x86/kernel/cpu/mce/amd.c,1078,store_threshold_limit,1078-1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,arch/x86/kernel/cpu/mce/amd.c,1078,store_threshold_limit,1078-1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,arch/x86/kernel/cpu/mce/amd.c,1081,store_threshold_limit,1078-1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentry,arch/x86/kernel/cpu/mtrr/if.c,165,mtrr_ioctl,158-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
type,arch/x86/kernel/cpu/mtrr/if.c,161,mtrr_ioctl,158-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentry,arch/x86/kernel/cpu/mtrr/if.c,165,mtrr_ioctl,158-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,arch/x86/kernel/cpu/mtrr/if.c,162,mtrr_ioctl,158-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentry,arch/x86/kernel/cpu/mtrr/if.c,165,mtrr_ioctl,158-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
size,arch/x86/kernel/cpu/mtrr/if.c,163,mtrr_ioctl,158-355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saved,arch/x86/kernel/cpu/mtrr/generic.c,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frs,arch/x86/kernel/cpu/mtrr/generic.c,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
